0,1
892,0.0
894,0.0
895,0.0
897,0.0
899,0.0
901,0.0
902,0.0
903,0.0
905,0.0
908,1.0
909,0.0
912,1.0
913,0.0
915,1.0
917,1.0
919,0.0
920,0.0
921,0.0
922,0.0
923,0.0
926,0.0
927,0.0
930,0.0
931,0.0
932,0.0
933,0.0
934,0.0
937,0.0
938,0.0
939,0.0
942,0.0
943,0.0
946,1.0
947,0.0
948,0.0
949,0.0
950,0.0
952,0.0
953,0.0
954,0.0
956,0.0
959,0.0
960,0.0
963,0.0
965,0.0
967,0.0
968,0.0
970,0.0
972,0.0
973,0.0
974,0.0
975,0.0
976,0.0
977,0.0
981,1.0
983,0.0
985,1.0
986,1.0
987,0.0
989,0.0
991,1.0
993,0.0
994,0.0
995,0.0
997,0.0
998,0.0
999,1.0
1000,0.0
1001,0.0
1002,0.0
1007,0.0
1008,0.0
1010,0.0
1013,0.0
1015,0.0
1016,0.0
1018,0.0
1020,0.0
1021,0.0
1022,0.0
1023,0.0
1025,0.0
1026,0.0
1027,0.0
1028,0.0
1029,0.0
1031,0.0
1034,0.0
1035,0.0
1036,0.0
1037,1.0
1038,0.0
1039,1.0
1040,0.0
1041,0.0
1043,0.0
1044,0.0
1046,0.0
1047,0.0
1050,0.0
1053,0.0
1055,0.0
1056,0.0
1058,0.0
1059,0.0
1062,0.0
1063,0.0
1064,0.0
1065,0.0
1066,0.0
1069,0.0
1072,0.0
1073,0.0
1075,0.0
1077,0.0
1079,0.0
1081,0.0
1082,0.0
1083,0.0
1084,0.0
1085,0.0
1086,0.0
1087,1.0
1088,1.0
1090,0.0
1093,0.0
1094,0.0
1096,0.0
1097,0.0
1099,1.0
1101,0.0
1102,0.0
1103,0.0
1104,0.0
1107,0.0
1109,0.0
1111,0.0
1113,0.0
1115,1.0
1118,0.0
1120,0.0
1121,0.0
1122,0.0
1124,0.0
1125,0.0
1126,0.0
1127,1.0
1128,0.0
1129,0.0
1134,0.0
1135,0.0
1136,0.0
1137,0.0
1139,0.0
1143,0.0
1144,0.0
1145,0.0
1146,0.0
1147,0.0
1148,0.0
1149,0.0
1151,1.0
1152,0.0
1153,0.0
1156,0.0
1157,0.0
1158,
1159,
1161,
1162,
1163,
1166,
1168,
1169,
1170,
1171,
1173,
1177,
1178,
1179,
1180,
1181,
1182,
1184,
1185,
1186,
1187,
1189,
1190,
1191,
1192,
1193,
1194,
1195,
1198,
1199,
1200,
1202,
1203,
1204,
1208,
1209,
1210,
1211,
1212,
1213,
1214,
1215,
1217,
1219,
1220,
1221,
1223,
1224,
1226,
1227,
1228,
1229,
1230,
1231,
1232,
1233,
1234,
1236,
1238,
1240,
1243,
1244,
1245,
1247,
1249,
1250,
1252,
1255,
1258,
1261,
1262,
1264,
1265,
1269,
1270,
1271,
1272,
1273,
1276,
1278,
1279,
1280,
1281,
1282,
1284,
1285,
1286,
1288,
1290,
1291,
1293,
1295,
1296,
1297,
1298,
1299,
1305,
1307,
1308,
1309,
